"No.","Time","Source","Destination","Protocol","Length","Info"
"50","72.821821","aa:bb:cc:00:0a:00","aa:bb:cc:00:0a:00","LOOP","60","Reply"
"51","73.565883","172.16.12.1","224.0.0.10","EIGRP","114","Hello"
"52","73.656617","172.16.12.2","224.0.0.10","EIGRP","114","Hello"
"53","74.171443","aa:bb:cc:00:14:00","aa:bb:cc:00:14:00","LOOP","60","Reply"
"54","77.950378","172.16.12.1","224.0.0.10","EIGRP","114","Hello"
"55","78.241977","172.16.12.2","224.0.0.10","EIGRP","114","Hello"
"56","82.528682","172.16.12.1","224.0.0.10","EIGRP","114","Hello"
"57","82.822710","aa:bb:cc:00:0a:00","aa:bb:cc:00:0a:00","LOOP","60","Reply"
"58","83.052363","172.16.12.2","224.0.0.10","EIGRP","114","Hello"
"59","83.060734","172.16.12.1","224.0.0.10","EIGRP","126","Hello"
"60","83.068965","172.16.12.1","172.16.12.2","EIGRP","94","Update"
"61","83.069865","172.16.12.2","224.0.0.10","EIGRP","126","Hello"
"62","83.070153","172.16.12.1","224.0.0.10","EIGRP","143","Hello"
"63","83.070260","172.16.12.1","224.0.0.10","EIGRP","137","Update"
"64","83.079962","172.16.12.2","172.16.12.1","EIGRP","94","Update"
"65","83.080155","172.16.12.1","172.16.12.2","EIGRP","137","Update"
"66","83.085758","172.16.12.2","224.0.0.10","EIGRP","143","Hello"
"67","83.085863","172.16.12.1","172.16.12.2","EIGRP","60","Hello (Ack)"
"68","83.086425","172.16.12.2","224.0.0.10","EIGRP","137","Update"
"69","83.087200","172.16.12.2","172.16.12.1","EIGRP","137","Update"
"70","83.112006","172.16.12.1","172.16.12.2","EIGRP","137","Update"
"71","83.117016","172.16.12.2","172.16.12.1","EIGRP","60","Hello (Ack)"
"72","83.125386","172.16.12.1","224.0.0.10","EIGRP","137","Update"
"73","83.126030","172.16.12.2","224.0.0.10","EIGRP","137","Update"
"74","83.134382","172.16.12.1","172.16.12.2","EIGRP","60","Hello (Ack)"
"75","83.134481","172.16.12.2","172.16.12.1","EIGRP","60","Hello (Ack)"
"76","83.150963","172.16.12.1","172.16.12.2","EIGRP","137","Update"
"77","83.151755","172.16.12.2","172.16.12.1","EIGRP","137","Update"
"78","83.156625","172.16.12.2","172.16.12.1","EIGRP","60","Hello (Ack)"
"79","83.156721","172.16.12.1","172.16.12.2","EIGRP","60","Hello (Ack)"
"80","83.173732","172.16.12.2","172.16.12.1","EIGRP","137","Update"
"81","83.182038","172.16.12.1","172.16.12.2","EIGRP","60","Hello (Ack)"
"82","84.169254","aa:bb:cc:00:14:00","aa:bb:cc:00:14:00","LOOP","60","Reply"
"83","84.892491","aa:bb:cc:00:0a:00","CDP/VTP/DTP/PAgP/UDLD","CDP","321","Device ID: Router  Port ID: Ethernet0/0  "
"84","86.231823","aa:bb:cc:00:14:00","CDP/VTP/DTP/PAgP/UDLD","CDP","321","Device ID: Router  Port ID: Ethernet0/0  "
"85","87.638029","172.16.12.2","224.0.0.10","EIGRP","126","Hello"
"86","87.654576","172.16.12.1","224.0.0.10","EIGRP","126","Hello"
"87","92.238266","172.16.12.1","224.0.0.10","EIGRP","126","Hello"
"88","92.631834","172.16.12.2","224.0.0.10","EIGRP","126","Hello"
"89","92.827281","aa:bb:cc:00:0a:00","aa:bb:cc:00:0a:00","LOOP","60","Reply"
