"No.","Time","Source","Destination","Protocol","Length","Info"
"728","1282.297355","172.16.12.1","224.0.0.10","EIGRP","114","Hello"
"729","1286.576558","172.16.12.1","224.0.0.10","EIGRP","114","Hello"
"731","1615.629554","172.16.12.1","224.0.0.10","EIGRP","114","Hello"
"732","1615.629566","172.16.12.1","224.0.0.10","EIGRP","114","Hello"
"734","1615.629586","172.16.12.1","224.0.0.10","EIGRP","114","Hello"
"735","1615.629597","172.16.12.1","224.0.0.10","EIGRP","114","Hello"
"737","1615.629618","172.16.12.1","224.0.0.10","EIGRP","114","Hello"
"738","1615.629627","172.16.12.1","224.0.0.10","EIGRP","114","Hello"
"741","1615.633024","172.16.12.1","224.0.0.10","EIGRP","114","Hello"
"743","1615.644662","172.16.12.2","224.0.0.10","EIGRP","114","Hello"
"744","1615.644808","172.16.12.2","224.0.0.10","EIGRP","130","Hello"
"745","1615.649606","172.16.12.1","224.0.0.10","EIGRP","124","Hello"
"746","1615.658458","172.16.12.1","172.16.12.2","EIGRP","94","Update"
"748","1615.687937","172.16.12.2","172.16.12.1","EIGRP","94","Update"
"750","1615.695246","172.16.12.2","224.0.0.10","EIGRP","124","Hello"
"751","1617.664187","172.16.12.1","172.16.12.2","EIGRP","94","Update"
"752","1617.675216","172.16.12.2","224.0.0.10","EIGRP","139","Update"
"753","1617.675300","172.16.12.2","172.16.12.1","EIGRP","60","Hello (Ack)"
"754","1617.688490","172.16.12.1","224.0.0.10","EIGRP","139","Update"
"755","1617.694857","172.16.12.2","172.16.12.1","EIGRP","60","Hello (Ack)"
"756","1617.703503","172.16.12.1","224.0.0.10","EIGRP","139","Update"
"757","1617.706136","172.16.12.2","172.16.12.1","EIGRP","60","Hello (Ack)"
"759","1620.596394","172.16.12.2","224.0.0.10","EIGRP","130","Hello"
"760","1622.677459","172.16.12.2","172.16.12.1","EIGRP","139","Update"
"761","1622.680884","172.16.12.2","224.0.0.10","EIGRP","124","Hello"
"762","1622.681126","172.16.12.1","172.16.12.2","EIGRP","60","Hello (Ack)"
"763","1622.690982","172.16.12.2","224.0.0.10","EIGRP","139","Update"
"764","1622.695525","172.16.12.1","172.16.12.2","EIGRP","60","Hello (Ack)"
"765","1622.707985","172.16.12.1","224.0.0.10","EIGRP","124","Hello"
"766","1625.336736","172.16.12.2","224.0.0.10","EIGRP","130","Hello"
"768","1627.239662","172.16.12.1","224.0.0.10","EIGRP","124","Hello"
"769","1627.697128","172.16.12.2","224.0.0.10","EIGRP","124","Hello"
"771","1630.323611","172.16.12.2","224.0.0.10","EIGRP","130","Hello"
"772","1632.136201","172.16.12.2","224.0.0.10","EIGRP","124","Hello"
"773","1632.242076","172.16.12.1","224.0.0.10","EIGRP","124","Hello"
"774","1635.171545","172.16.12.2","224.0.0.10","EIGRP","130","Hello"
"776","1636.705512","172.16.12.1","224.0.0.10","EIGRP","124","Hello"
"777","1636.787827","172.16.12.2","224.0.0.10","EIGRP","124","Hello"
"780","1640.144502","172.16.12.2","224.0.0.10","EIGRP","130","Hello"
"781","1641.492033","172.16.12.1","224.0.0.10","EIGRP","114","Hello"
"782","1641.619670","172.16.12.2","224.0.0.10","EIGRP","114","Hello"
"783","1645.010005","172.16.12.2","224.0.0.10","EIGRP","130","Hello"
"785","1646.001632","172.16.12.1","224.0.0.10","EIGRP","114","Hello"
"786","1646.493506","172.16.12.2","224.0.0.10","EIGRP","114","Hello"
"788","1649.622092","172.16.12.2","224.0.0.10","EIGRP","130","Hello"
"789","1650.880350","172.16.12.2","224.0.0.10","EIGRP","114","Hello"
"790","1650.880627","172.16.12.1","224.0.0.10","EIGRP","114","Hello"
"791","1650.885877","172.16.12.2","224.0.0.10","EIGRP","114","Hello"
"792","1654.075257","172.16.12.2","224.0.0.10","EIGRP","130","Hello"
"793","1655.272236","172.16.12.2","224.0.0.10","EIGRP","114","Hello"
"794","1655.674252","172.16.12.1","224.0.0.10","EIGRP","114","Hello"
"797","1658.523878","172.16.12.2","224.0.0.10","EIGRP","130","Hello"
"798","1659.627616","172.16.12.2","224.0.0.10","EIGRP","114","Hello"
"799","1659.632119","172.16.12.1","224.0.0.10","EIGRP","124","Hello"
"800","1659.639985","172.16.12.2","224.0.0.10","EIGRP","124","Hello"
"801","1659.640197","172.16.12.1","172.16.12.2","EIGRP","94","Update"
"802","1659.644581","172.16.12.2","172.16.12.1","EIGRP","94","Update"
"803","1659.649160","172.16.12.1","224.0.0.10","EIGRP","139","Update"
"804","1659.657498","172.16.12.1","172.16.12.2","EIGRP","60","Hello (Ack)"
"805","1659.667824","172.16.12.2","224.0.0.10","EIGRP","139","Update"
"806","1659.672563","172.16.12.1","172.16.12.2","EIGRP","60","Hello (Ack)"
"807","1659.682452","172.16.12.2","224.0.0.10","EIGRP","139","Update"
"808","1659.687003","172.16.12.1","172.16.12.2","EIGRP","60","Hello (Ack)"
"809","1659.753718","172.16.12.1","172.16.12.2","EIGRP","139","Update"
"810","1659.761769","172.16.12.2","172.16.12.1","EIGRP","60","Hello (Ack)"
"811","1659.785805","172.16.12.1","224.0.0.10","EIGRP","139","Update"
"812","1659.792666","172.16.12.2","172.16.12.1","EIGRP","60","Hello (Ack)"
"813","1663.443091","172.16.12.2","224.0.0.10","EIGRP","130","Hello"
"814","1664.789397","172.16.12.1","224.0.0.10","EIGRP","124","Hello"
"815","1666.749969","172.16.12.2","224.0.0.10","EIGRP","124","Hello"
"817","1667.878171","172.16.12.2","224.0.0.10","EIGRP","130","Hello"
"820","1669.205982","172.16.12.1","224.0.0.10","EIGRP","124","Hello"
"821","1673.861205","172.16.12.1","224.0.0.10","EIGRP","124","Hello"
"823","1678.745315","172.16.12.1","224.0.0.10","EIGRP","124","Hello"
"824","1681.754949","172.16.12.1","224.0.0.10","EIGRP","114","Hello"
"825","1686.494290","172.16.12.1","224.0.0.10","EIGRP","114","Hello"
"828","1691.191848","172.16.12.1","224.0.0.10","EIGRP","114","Hello"
"829","1695.930413","172.16.12.1","224.0.0.10","EIGRP","114","Hello"
"831","1700.696283","172.16.12.1","224.0.0.10","EIGRP","114","Hello"
"832","3564.513744","172.16.12.1","224.0.0.10","EIGRP","114","Hello"
