"No.","Time","Source","Destination","Protocol","Length","Info"
"167","154.600609","fe80::c600:3aff:fe44:0","fe80::c602:3aff:fe44:0","EIGRP","74","Update"
"168","154.602704","fe80::c602:3aff:fe44:0","fe80::c600:3aff:fe44:0","EIGRP","74","Hello (Ack)"
"169","158.942025","fe80::c601:3aff:fe44:0","ff02::a","EIGRP","94","Hello"
"170","159.081534","fe80::c602:3aff:fe44:0","ff02::a","EIGRP","94","Hello"
"171","159.154983","fe80::c600:3aff:fe44:0","ff02::a","EIGRP","100","Hello"
"172","159.677033","fe80::c600:3aff:fe44:0","ff02::1","ICMPv6","86","Router Advertisement from c4:00:3a:44:00:00"
"173","160.295045","fe80::c600:3aff:fe44:0","ff02::a","EIGRP","100","Hello"
"174","160.548473","c4:01:3a:44:00:00","CDP/VTP/DTP/PAgP/UDLD","CDP","370","Device ID: R2  Port ID: FastEthernet0/0  "
"175","160.959418","c4:00:3a:44:00:00","c4:00:3a:44:00:00","LOOP","60","Reply"
"176","163.500804","fe80::c602:3aff:fe44:0","ff02::a","EIGRP","94","Hello"
"177","163.504762","fe80::c600:3aff:fe44:0","ff02::a","EIGRP","100","Hello"
"178","163.506893","fe80::c601:3aff:fe44:0","ff02::a","EIGRP","94","Hello"
"179","163.508861","fe80::c600:3aff:fe44:0","ff02::a","EIGRP","100","Hello"
"180","163.512918","fe80::c600:3aff:fe44:0","fe80::c602:3aff:fe44:0","EIGRP","74","Update"
"181","163.516986","fe80::c600:3aff:fe44:0","fe80::c601:3aff:fe44:0","EIGRP","74","Update"
"182","163.519089","fe80::c601:3aff:fe44:0","fe80::c600:3aff:fe44:0","EIGRP","74","Update"
"183","163.525160","fe80::c600:3aff:fe44:0","fe80::c601:3aff:fe44:0","EIGRP","74","Hello (Ack)"
"184","163.525194","fe80::c602:3aff:fe44:0","ff02::a","EIGRP","94","Hello"
"185","163.531330","fe80::c602:3aff:fe44:0","fe80::c600:3aff:fe44:0","EIGRP","74","Update"
"186","163.566127","fe80::c600:3aff:fe44:0","fe80::c602:3aff:fe44:0","EIGRP","74","Hello (Ack)"
"187","167.988360","fe80::c600:3aff:fe44:0","ff02::a","EIGRP","100","Hello"
"188","168.098868","fe80::c601:3aff:fe44:0","ff02::a","EIGRP","94","Hello"
"189","168.341034","fe80::c602:3aff:fe44:0","ff02::a","EIGRP","94","Hello"
"190","168.450509","fe80::c601:3aff:fe44:0","ff02::1","ICMPv6","86","Router Advertisement from c4:01:3a:44:00:00"
"191","169.672692","fe80::c600:3aff:fe44:0","ff02::a","EIGRP","100","Hello"
"192","170.973404","c4:00:3a:44:00:00","c4:00:3a:44:00:00","LOOP","60","Reply"
"193","172.598492","fe80::c601:3aff:fe44:0","ff02::a","EIGRP","94","Hello"
"194","172.600467","fe80::c600:3aff:fe44:0","ff02::a","EIGRP","100","Hello"
"195","172.602540","fe80::c600:3aff:fe44:0","fe80::c601:3aff:fe44:0","EIGRP","74","Update"
"196","172.602619","fe80::c601:3aff:fe44:0","ff02::a","EIGRP","94","Hello"
"197","172.606634","fe80::c601:3aff:fe44:0","fe80::c600:3aff:fe44:0","EIGRP","74","Update"
"198","172.610707","fe80::c602:3aff:fe44:0","ff02::a","EIGRP","94","Hello"
